name	unknotting_number	three_genus	bridge_index	braid_index	signature	alexander_polynomial	jones_polynomial	homfly_polynomial	determinant	volume
Name	Unknotting Number	Genus	Bridge Index	Braid Index	Signature	Alexander	Jones	HOMFLY	Determinant	Volume
11a_152	2	3	3	5	0	2-12*t+ 27*t^2-35*t^3+ 27*t^4-12*t^5+ 2*t^6	-t^(-7)+ 3*t^(-6)-7*t^(-5)+ 11*t^(-4)-15*t^(-3)+ 19*t^(-2)-18*t^(-1)+ 17-13*t+ 8*t^2-4*t^3+ t^4	(-v^(-6)+ 3*v^(-2)-1)+ (-v^(-6)+ 3*v^(-4)+ 2*v^(-2)-2+ v^2)*z^2+ (2*v^(-4)-v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6	117	15.64135047
11a_153	2	3	3	5	0	2-10*t+ 20*t^2-25*t^3+ 20*t^4-10*t^5+ 2*t^6	t^(-4)-3*t^(-3)+ 6*t^(-2)-10*t^(-1)+ 13-14*t+ 14*t^2-11*t^3+ 9*t^4-5*t^5+ 2*t^6-t^7	(v^(-2)-2+ v^2+ 3*v^4-2*v^6)+ (2*v^(-2)-4+ 5*v^4-v^6)*z^2+ (v^(-2)-3-2*v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6	89	13.41128582
11a_154	2	2	2	6	-2	4-17*t+ 25*t^2-17*t^3+ 4*t^4	t^(-3)-2*t^(-2)+ 4*t^(-1)-7+ 9*t-10*t^2+ 11*t^3-9*t^4+ 7*t^5-4*t^6+ 2*t^7-t^8	(v^(-2)-1+ v^4+ v^6-v^8)+ (v^(-2)-1-2*v^2+ v^4+ 2*v^6)*z^2+ (-1-2*v^2-v^4)*z^4	67	11.54623467
11a_155	2	3	3	5	2	3-16*t+ 40*t^2-53*t^3+ 40*t^4-16*t^5+ 3*t^6	t^(-9)-4*t^(-8)+ 9*t^(-7)-17*t^(-6)+ 23*t^(-5)-27*t^(-4)+ 29*t^(-3)-24*t^(-2)+ 19*t^(-1)-12+ 5*t-t^2	(v^(-8)-5*v^(-6)+ 6*v^(-4)-v^(-2))+ (v^(-8)-6*v^(-6)+ 10*v^(-4)-2*v^(-2))*z^2+ (-3*v^(-6)+ 6*v^(-4)-1)*z^4+ (2*v^(-4)+ v^(-2))*z^6	171	18.53843574
11a_156	2	4	3	4	2	1-5*t+ 11*t^2-18*t^3+ 21*t^4-18*t^5+ 11*t^6-5*t^7+ t^8	-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 15*t^(-3)-14*t^(-2)+ 13*t^(-1)-10+ 6*t-3*t^2+ t^3	(-4*v^(-6)+ 9*v^(-4)-6*v^(-2)+ 2)+ (-4*v^(-6)+ 17*v^(-4)-15*v^(-2)+ 5)*z^2+ (-v^(-6)+ 10*v^(-4)-14*v^(-2)+ 4)*z^4+ (2*v^(-4)-6*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	91	14.08563304
11a_157	2	4	3	4	2	1-6*t+ 16*t^2-28*t^3+ 33*t^4-28*t^5+ 16*t^6-6*t^7+ t^8	-t^(-8)+ 3*t^(-7)-8*t^(-6)+ 14*t^(-5)-18*t^(-4)+ 22*t^(-3)-22*t^(-2)+ 19*t^(-1)-14+ 9*t-4*t^2+ t^3	(-3*v^(-6)+ 7*v^(-4)-5*v^(-2)+ 2)+ (-3*v^(-6)+ 12*v^(-4)-10*v^(-2)+ 3)*z^2+ (-v^(-6)+ 8*v^(-4)-10*v^(-2)+ 3)*z^4+ (2*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	135	16.81275955
11a_158	2	4	3	4	2	1-5*t+ 14*t^2-25*t^3+ 29*t^4-25*t^5+ 14*t^6-5*t^7+ t^8	t^(-7)-3*t^(-6)+ 7*t^(-5)-12*t^(-4)+ 16*t^(-3)-19*t^(-2)+ 19*t^(-1)-16+ 13*t-8*t^2+ 4*t^3-t^4	(3*v^(-4)-7*v^(-2)+ 6-v^2)+ (6*v^(-4)-17*v^(-2)+ 11-2*v^2)*z^2+ (4*v^(-4)-15*v^(-2)+ 8-v^2)*z^4+ (v^(-4)-6*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	119	16.2349533
11a_159	2	3	2	6	-2	1-9*t+ 27*t^2-37*t^3+ 27*t^4-9*t^5+ t^6	t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 15*t-18*t^2+ 18*t^3-15*t^4+ 12*t^5-7*t^6+ 3*t^7-t^8	(v^(-2)-1+ v^2-v^4+ 2*v^6-v^8)+ (v^(-2)-3+ 3*v^2-4*v^4+ 3*v^6)*z^2+ (-2+ 2*v^2-3*v^4)*z^4+ (v^2)*z^6	111	14.40887305
11a_160	1	4	3	4	0	1-6*t+ 17*t^2-30*t^3+ 37*t^4-30*t^5+ 17*t^6-6*t^7+ t^8	-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 15*t^(-2)-20*t^(-1)+ 24-23*t+ 20*t^2-15*t^3+ 9*t^4-4*t^5+ t^6	(-v^(-2)+ 4-3*v^2+ v^4)+ (-3*v^(-2)+ 9-8*v^2+ 2*v^4)*z^2+ (-3*v^(-2)+ 10-7*v^2+ v^4)*z^4+ (-v^(-2)+ 5-2*v^2)*z^6+ (1)*z^8	145	17.09851719
11a_161	[2, 3]	3	3	5	4	2-8*t+ 12*t^2-13*t^3+ 12*t^4-8*t^5+ 2*t^6	-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-7*t^(-5)+ 9*t^(-4)-8*t^(-3)+ 7*t^(-2)-6*t^(-1)+ 4-2*t+ t^2	(-2*v^(-8)+ 3*v^(-6)+ v^(-4)-3*v^(-2)+ 2)+ (-v^(-8)+ 6*v^(-6)-v^(-4)-5*v^(-2)+ 3)*z^2+ (2*v^(-6)-3*v^(-4)-4*v^(-2)+ 1)*z^4+ (-v^(-4)-v^(-2))*z^6	57	11.01256933
11a_162	2	4	3	4	2	1-7*t+ 20*t^2-35*t^3+ 41*t^4-35*t^5+ 20*t^6-7*t^7+ t^8	-t^(-8)+ 4*t^(-7)-10*t^(-6)+ 17*t^(-5)-23*t^(-4)+ 27*t^(-3)-27*t^(-2)+ 24*t^(-1)-17+ 11*t-5*t^2+ t^3	(-v^(-6)+ v^(-4)+ v^(-2))+ (-2*v^(-6)+ 5*v^(-4)-v^(-2))*z^2+ (-v^(-6)+ 6*v^(-4)-5*v^(-2)+ 2)*z^4+ (2*v^(-4)-4*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	167	18.2450339
11a_163	2	4	3	4	-2	1-6*t+ 15*t^2-24*t^3+ 27*t^4-24*t^5+ 15*t^6-6*t^7+ t^8	-t^(-4)+ 3*t^(-3)-7*t^(-2)+ 12*t^(-1)-15+ 19*t-19*t^2+ 17*t^3-13*t^4+ 8*t^5-4*t^6+ t^7	(-2*v^(-2)+ 5-2*v^2)+ (-3*v^(-2)+ 10-7*v^2+ 2*v^4)*z^2+ (-v^(-2)+ 8-9*v^2+ 3*v^4)*z^4+ (2-5*v^2+ v^4)*z^6+ (-v^2)*z^8	119	15.91929282
11a_164	2	4	3	4	0	1-7*t+ 20*t^2-35*t^3+ 43*t^4-35*t^5+ 20*t^6-7*t^7+ t^8	t^(-6)-4*t^(-5)+ 10*t^(-4)-17*t^(-3)+ 23*t^(-2)-27*t^(-1)+ 28-24*t+ 18*t^2-11*t^3+ 5*t^4-t^5	(v^(-4)-v^(-2)+ v^2)+ (2*v^(-4)-5*v^(-2)+ 1)*z^2+ (v^(-4)-6*v^(-2)+ 5-2*v^2)*z^4+ (-2*v^(-2)+ 4-v^2)*z^6+ (1)*z^8	169	18.35849728
11a_165	2	3	3	5	0	2-9*t+ 18*t^2-23*t^3+ 18*t^4-9*t^5+ 2*t^6	t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 12-13*t+ 12*t^2-10*t^3+ 8*t^4-4*t^5+ 2*t^6-t^7	(v^(-2)-3*v^2+ 5*v^4-2*v^6)+ (2*v^(-2)-3-4*v^2+ 6*v^4-v^6)*z^2+ (v^(-2)-3-3*v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6	81	12.57285253
11a_166	2	2	2	6	-2	4-15*t+ 21*t^2-15*t^3+ 4*t^4	t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 8*t-9*t^2+ 9*t^3-8*t^4+ 6*t^5-3*t^6+ 2*t^7-t^8	(v^(-2)-v^2+ 2*v^6-v^8)+ (v^(-2)-1-3*v^2+ 2*v^6)*z^2+ (-1-2*v^2-v^4)*z^4	59	10.36707815
11a_167	1	3	3	5	0	2-11*t+ 26*t^2-35*t^3+ 26*t^4-11*t^5+ 2*t^6	-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 11*t^(-2)-15*t^(-1)+ 18-18*t+ 16*t^2-12*t^3+ 8*t^4-4*t^5+ t^6	(-v^(-4)+ 3*v^(-2)-2+ v^2)+ (-v^(-4)+ 4*v^(-2)-3-v^2+ v^4)*z^2+ (2*v^(-2)-2-2*v^2+ v^4)*z^4+ (-1-v^2)*z^6	113	15.50318388
11a_168	1	3	3	5	0	2-12*t+ 29*t^2-39*t^3+ 29*t^4-12*t^5+ 2*t^6	-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 13*t^(-2)-17*t^(-1)+ 20-20*t+ 18*t^2-13*t^3+ 8*t^4-4*t^5+ t^6	(-v^(-4)+ 2*v^(-2))+ (-v^(-4)+ 3*v^(-2)-2*v^2+ v^4)*z^2+ (2*v^(-2)-1-2*v^2+ v^4)*z^4+ (-1-v^2)*z^6	125	16.36894411
11a_169	2	3	3	5	0	2-12*t+ 28*t^2-37*t^3+ 28*t^4-12*t^5+ 2*t^6	-t^(-7)+ 3*t^(-6)-7*t^(-5)+ 12*t^(-4)-16*t^(-3)+ 19*t^(-2)-19*t^(-1)+ 18-13*t+ 8*t^2-4*t^3+ t^4	(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ 3*v^(-4)+ v^(-2)-2+ v^2)*z^2+ (2*v^(-4)-v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6	121	16.14429937
11a_170	2	4	3	4	0	1-6*t+ 20*t^2-40*t^3+ 51*t^4-40*t^5+ 20*t^6-6*t^7+ t^8	-t^(-5)+ 4*t^(-4)-10*t^(-3)+ 18*t^(-2)-25*t^(-1)+ 30-30*t+ 27*t^2-20*t^3+ 13*t^4-6*t^5+ t^6	(-v^(-2)+ 2+ v^2-v^4)+ (-4*v^(-2)+ 9-3*v^2)*z^2+ (-3*v^(-2)+ 11-5*v^2+ v^4)*z^4+ (-v^(-2)+ 5-2*v^2)*z^6+ (1)*z^8	185	19.20510718
11a_171	2	4	3	4	-2	1-7*t+ 21*t^2-39*t^3+ 47*t^4-39*t^5+ 21*t^6-7*t^7+ t^8	t^(-3)-5*t^(-2)+ 11*t^(-1)-18+ 26*t-29*t^2+ 30*t^3-26*t^4+ 19*t^5-12*t^6+ 5*t^7-t^8	(-1+ 4*v^2-2*v^4)+ (v^2+ 2*v^4-v^6)*z^2+ (2-5*v^2+ 5*v^4-v^6)*z^4+ (1-4*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	183	18.67120688
11a_172	2	3	3	5	-2	2-13*t+ 33*t^2-43*t^3+ 33*t^4-13*t^5+ 2*t^6	t^(-3)-3*t^(-2)+ 8*t^(-1)-14+ 19*t-22*t^2+ 23*t^3-20*t^4+ 15*t^5-9*t^6+ 4*t^7-t^8	(v^(-2)-2*v^2+ 3*v^4-v^6)+ (v^(-2)-2-3*v^2+ 4*v^4-v^6)*z^2+ (-2+ 2*v^4-v^6)*z^4+ (v^2+ v^4)*z^6	139	17.20203531
11a_173	2	3	3	5	-2	2-12*t+ 32*t^2-43*t^3+ 32*t^4-12*t^5+ 2*t^6	t^(-3)-3*t^(-2)+ 7*t^(-1)-13+ 18*t-21*t^2+ 23*t^3-19*t^4+ 15*t^5-10*t^6+ 4*t^7-t^8	(v^(-2)-2+ v^2+ 3*v^4-2*v^6)+ (v^(-2)-3+ v^2+ 4*v^4-v^6)*z^2+ (-2+ v^2+ 2*v^4-v^6)*z^4+ (v^2+ v^4)*z^6	135	16.7455825
11a_174	2	4	2	4	2	1-5*t+ 11*t^2-15*t^3+ 15*t^4-15*t^5+ 11*t^6-5*t^7+ t^8	t^(-7)-3*t^(-6)+ 5*t^(-5)-8*t^(-4)+ 11*t^(-3)-12*t^(-2)+ 12*t^(-1)-10+ 8*t-5*t^2+ 3*t^3-t^4	(v^(-4)-3*v^(-2)+ 4-v^2)+ (4*v^(-4)-12*v^(-2)+ 11-3*v^2)*z^2+ (4*v^(-4)-13*v^(-2)+ 9-v^2)*z^4+ (v^(-4)-6*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	79	12.13434244
11a_175	2	4	2	4	0	1-5*t+ 13*t^2-21*t^3+ 25*t^4-21*t^5+ 13*t^6-5*t^7+ t^8	-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-14*t^(-1)+ 17-16*t+ 15*t^2-11*t^3+ 7*t^4-4*t^5+ t^6	(-2*v^(-2)+ 5-2*v^2)+ (-5*v^(-2)+ 14-9*v^2+ 2*v^4)*z^2+ (-4*v^(-2)+ 14-8*v^2+ v^4)*z^4+ (-v^(-2)+ 6-2*v^2)*z^6+ (1)*z^8	105	13.96053431
11a_176	2	4	2	4	-2	1-5*t+ 13*t^2-23*t^3+ 27*t^4-23*t^5+ 13*t^6-5*t^7+ t^8	t^(-3)-3*t^(-2)+ 6*t^(-1)-10+ 15*t-17*t^2+ 18*t^3-16*t^4+ 12*t^5-8*t^6+ 4*t^7-t^8	(2-3*v^2+ 3*v^4-v^6)+ (5-13*v^2+ 10*v^4-2*v^6)*z^2+ (4-14*v^2+ 8*v^4-v^6)*z^4+ (1-6*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	111	14.13477883
11a_177	2	4	2	4	-4	1-5*t+ 13*t^2-19*t^3+ 21*t^4-19*t^5+ 13*t^6-5*t^7+ t^8	-t^(-1)+ 3-5*t+ 9*t^2-12*t^3+ 15*t^4-15*t^5+ 14*t^6-11*t^7+ 7*t^8-4*t^9+ t^10	(-v^2+ 5*v^4-3*v^6)+ (-4*v^2+ 15*v^4-9*v^6+ 2*v^8)*z^2+ (-4*v^2+ 14*v^4-8*v^6+ v^8)*z^4+ (-v^2+ 6*v^4-2*v^6)*z^6+ (v^4)*z^8	97	13.04503717
11a_178	2	3	2	5	-2	2-11*t+ 29*t^2-39*t^3+ 29*t^4-11*t^5+ 2*t^6	-t^(-2)+ 4*t^(-1)-8+ 13*t-17*t^2+ 20*t^3-19*t^4+ 17*t^5-12*t^6+ 7*t^7-4*t^8+ t^9	(3*v^4-2*v^6)+ (-1+ 2*v^2+ 4*v^4-3*v^6+ v^8)*z^2+ (-1+ 2*v^2+ 2*v^4-2*v^6)*z^4+ (v^2+ v^4)*z^6	123	14.642365
11a_179	2	4	2	4	-4	1-5*t+ 9*t^2-9*t^3+ 9*t^4-9*t^5+ 9*t^6-5*t^7+ t^8	t^(-2)-2*t^(-1)+ 4-5*t+ 7*t^2-8*t^3+ 8*t^4-8*t^5+ 6*t^6-4*t^7+ 3*t^8-t^9	(3-4*v^2+ 2*v^4)+ (4-13*v^2+ 10*v^4-3*v^6)*z^2+ (1-10*v^2+ 12*v^4-4*v^6)*z^4+ (-2*v^2+ 6*v^4-v^6)*z^6+ (v^4)*z^8	57	10.06742545
11a_180	1	4	2	4	0	1-5*t+ 11*t^2-17*t^3+ 21*t^4-17*t^5+ 11*t^6-5*t^7+ t^8	t^(-6)-3*t^(-5)+ 6*t^(-4)-9*t^(-3)+ 12*t^(-2)-14*t^(-1)+ 14-12*t+ 9*t^2-5*t^3+ 3*t^4-t^5	(2*v^(-4)-4*v^(-2)+ 3)+ (3*v^(-4)-12*v^(-2)+ 11-4*v^2)*z^2+ (v^(-4)-9*v^(-2)+ 13-4*v^2)*z^4+ (-2*v^(-2)+ 6-v^2)*z^6+ (1)*z^8	89	12.74278189
11a_181	2	3	3	5	-2	2-11*t+ 23*t^2-27*t^3+ 23*t^4-11*t^5+ 2*t^6	t^(-3)-3*t^(-2)+ 7*t^(-1)-10+ 14*t-16*t^2+ 15*t^3-14*t^4+ 10*t^5-5*t^6+ 3*t^7-t^8	(v^(-2)+ 1-3*v^2+ 2*v^4)+ (v^(-2)-3-3*v^2+ 4*v^4-2*v^6)*z^2+ (-2+ v^2+ 3*v^4-v^6)*z^4+ (v^2+ v^4)*z^6	99	13.87903507
11a_182	2	4	2	4	4	1-5*t+ 11*t^2-13*t^3+ 13*t^4-13*t^5+ 11*t^6-5*t^7+ t^8	t^(-10)-3*t^(-9)+ 5*t^(-8)-8*t^(-7)+ 10*t^(-6)-11*t^(-5)+ 11*t^(-4)-9*t^(-3)+ 7*t^(-2)-4*t^(-1)+ 3-t	(v^(-8)-4*v^(-6)+ 4*v^(-4))+ (3*v^(-8)-11*v^(-6)+ 13*v^(-4)-3*v^(-2))*z^2+ (v^(-8)-9*v^(-6)+ 13*v^(-4)-4*v^(-2))*z^4+ (-2*v^(-6)+ 6*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8	73	11.26928725
11a_183	2	3	2	5	2	2-11*t+ 27*t^2-35*t^3+ 27*t^4-11*t^5+ 2*t^6	t^(-9)-3*t^(-8)+ 6*t^(-7)-11*t^(-6)+ 15*t^(-5)-18*t^(-4)+ 19*t^(-3)-16*t^(-2)+ 13*t^(-1)-8+ 4*t-t^2	(v^(-8)-3*v^(-6)+ 2*v^(-4)+ v^(-2))+ (v^(-8)-4*v^(-6)+ 3*v^(-4)+ 2*v^(-2)-1)*z^2+ (-2*v^(-6)+ 2*v^(-4)+ 2*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	115	14.43044263
11a_184	1	4	2	4	2	1-5*t+ 11*t^2-17*t^3+ 19*t^4-17*t^5+ 11*t^6-5*t^7+ t^8	-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 14*t^(-3)-13*t^(-2)+ 12*t^(-1)-8+ 5*t-3*t^2+ t^3	(-2*v^(-6)+ 4*v^(-4)-2*v^(-2)+ 1)+ (-3*v^(-6)+ 12*v^(-4)-11*v^(-2)+ 4)*z^2+ (-v^(-6)+ 9*v^(-4)-13*v^(-2)+ 4)*z^4+ (2*v^(-4)-6*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	87	12.44985252
11a_185	2	3	2	5	0	2-11*t+ 25*t^2-33*t^3+ 25*t^4-11*t^5+ 2*t^6	-t^(-7)+ 3*t^(-6)-6*t^(-5)+ 10*t^(-4)-14*t^(-3)+ 17*t^(-2)-17*t^(-1)+ 16-12*t+ 8*t^2-4*t^3+ t^4	(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-v^(-6)+ 4*v^(-4)-2*v^(-2)-1+ v^2)*z^2+ (2*v^(-4)-2*v^(-2)-2+ v^2)*z^4+ (-v^(-2)-1)*z^6	109	13.87222885
11a_186	3	3	2	4	-6	4-12*t+ 20*t^2-23*t^3+ 20*t^4-12*t^5+ 4*t^6	t^3-2*t^4+ 6*t^5-9*t^6+ 13*t^7-15*t^8+ 15*t^9-14*t^10+ 10*t^11-6*t^12+ 3*t^13-t^14	(2*v^6+ v^8-2*v^10)+ (5*v^6+ 6*v^8-v^10-2*v^12)*z^2+ (4*v^6+ 7*v^8+ 2*v^10-v^12)*z^4+ (v^6+ 2*v^8+ v^10)*z^6	95	13.64351537
11a_187	1	3	3	5	0	2-11*t+ 27*t^2-37*t^3+ 27*t^4-11*t^5+ 2*t^6	t^(-6)-3*t^(-5)+ 6*t^(-4)-11*t^(-3)+ 16*t^(-2)-18*t^(-1)+ 19-17*t+ 13*t^2-8*t^3+ 4*t^4-t^5	(v^(-4)-2*v^(-2)+ 2)+ (2*v^(-4)-5*v^(-2)+ 1+ 2*v^2-v^4)*z^2+ (v^(-4)-3*v^(-2)-1+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6	117	14.94498044
11a_188	2	3	2	5	-2	2-9*t+ 15*t^2-15*t^3+ 15*t^4-9*t^5+ 2*t^6	t^(-5)-2*t^(-4)+ 4*t^(-3)-6*t^(-2)+ 8*t^(-1)-10+ 10*t-9*t^2+ 8*t^3-5*t^4+ 3*t^5-t^6	(2*v^(-4)-3*v^(-2)+ 1+ v^2)+ (v^(-4)-6*v^(-2)+ 2+ 2*v^2-2*v^4)*z^2+ (-2*v^(-2)+ 3+ 3*v^2-v^4)*z^4+ (1+ v^2)*z^6	67	10.65886042
11a_189	1	4	3	4	0	1-6*t+ 17*t^2-31*t^3+ 39*t^4-31*t^5+ 17*t^6-6*t^7+ t^8	t^(-6)-4*t^(-5)+ 9*t^(-4)-15*t^(-3)+ 21*t^(-2)-24*t^(-1)+ 24-21*t+ 16*t^2-9*t^3+ 4*t^4-t^5	(v^(-4)-2*v^(-2)+ 2)+ (2*v^(-4)-8*v^(-2)+ 8-3*v^2)*z^2+ (v^(-4)-7*v^(-2)+ 10-3*v^2)*z^4+ (-2*v^(-2)+ 5-v^2)*z^6+ (1)*z^8	149	17.37416032
11a_190	1	3	2	5	0	2-9*t+ 19*t^2-25*t^3+ 19*t^4-9*t^5+ 2*t^6	t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 12-13*t+ 13*t^2-11*t^3+ 8*t^4-5*t^5+ 3*t^6-t^7	(v^(-2)-2*v^2+ 3*v^4-v^6)+ (2*v^(-2)-3-4*v^2+ 5*v^4-v^6)*z^2+ (v^(-2)-3-3*v^2+ 2*v^4)*z^4+ (-1-v^2)*z^6	85	12.23489135
11a_191	3	3	2	4	-6	4-11*t+ 17*t^2-19*t^3+ 17*t^4-11*t^5+ 4*t^6	t^3-2*t^4+ 5*t^5-7*t^6+ 11*t^7-13*t^8+ 13*t^9-12*t^10+ 9*t^11-6*t^12+ 3*t^13-t^14	(v^6+ 3*v^8-3*v^10)+ (4*v^6+ 9*v^8-2*v^10-2*v^12)*z^2+ (4*v^6+ 8*v^8+ 2*v^10-v^12)*z^4+ (v^6+ 2*v^8+ v^10)*z^6	83	12.39954737
11a_192	[2, 3]	2	2	5	-4	8-24*t+ 33*t^2-24*t^3+ 8*t^4	t^2-3*t^3+ 7*t^4-10*t^5+ 14*t^6-15*t^7+ 15*t^8-13*t^9+ 9*t^10-6*t^11+ 3*t^12-t^13	(2*v^6+ v^8-2*v^10)+ (v^4+ 5*v^6+ 4*v^8-v^10-v^12)*z^2+ (v^4+ 3*v^6+ 3*v^8+ v^10)*z^4	97	13.20075987
11a_193	2	3	2	5	2	2-10*t+ 22*t^2-27*t^3+ 22*t^4-10*t^5+ 2*t^6	t^(-9)-3*t^(-8)+ 6*t^(-7)-10*t^(-6)+ 13*t^(-5)-15*t^(-4)+ 15*t^(-3)-13*t^(-2)+ 10*t^(-1)-5+ 3*t-t^2	(v^(-8)-2*v^(-6)+ 2*v^(-2))+ (v^(-8)-4*v^(-6)+ v^(-4)+ 4*v^(-2)-2)*z^2+ (-2*v^(-6)+ 2*v^(-4)+ 3*v^(-2)-1)*z^4+ (v^(-4)+ v^(-2))*z^6	95	13.35316245
11a_194	2	4	3	4	4	1-5*t+ 12*t^2-18*t^3+ 21*t^4-18*t^5+ 12*t^6-5*t^7+ t^8	t^(-10)-3*t^(-9)+ 6*t^(-8)-10*t^(-7)+ 13*t^(-6)-15*t^(-5)+ 14*t^(-4)-12*t^(-3)+ 10*t^(-2)-5*t^(-1)+ 3-t	(2*v^(-8)-6*v^(-6)+ 5*v^(-4))+ (3*v^(-8)-13*v^(-6)+ 15*v^(-4)-4*v^(-2))*z^2+ (v^(-8)-9*v^(-6)+ 14*v^(-4)-4*v^(-2))*z^4+ (-2*v^(-6)+ 6*v^(-4)-v^(-2))*z^6+ (v^(-4))*z^8	93	13.79681154
11a_195	1	2	2	6	0	3-13*t+ 21*t^2-13*t^3+ 3*t^4	t^(-8)-2*t^(-7)+ 3*t^(-6)-5*t^(-5)+ 6*t^(-4)-7*t^(-3)+ 8*t^(-2)-7*t^(-1)+ 6-4*t+ 3*t^2-t^3	(v^(-8)-2*v^(-6)+ v^(-4)+ 1)+ (-2*v^(-6)+ v^(-4)+ 1-v^2)*z^2+ (v^(-4)+ v^(-2)+ 1)*z^4	53	9.313369225
11a_196	2	4	3	4	2	1-6*t+ 17*t^2-31*t^3+ 37*t^4-31*t^5+ 17*t^6-6*t^7+ t^8	-t^(-8)+ 4*t^(-7)-9*t^(-6)+ 15*t^(-5)-21*t^(-4)+ 24*t^(-3)-23*t^(-2)+ 21*t^(-1)-15+ 9*t-4*t^2+ t^3	(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-2*v^(-6)+ 8*v^(-4)-8*v^(-2)+ 3)*z^2+ (-v^(-6)+ 7*v^(-4)-10*v^(-2)+ 3)*z^4+ (2*v^(-4)-5*v^(-2)+ 1)*z^6+ (-v^(-2))*z^8	147	17.28551979
11a_197	[2, 3]	3	3	5	-2	3-14*t+ 33*t^2-43*t^3+ 33*t^4-14*t^5+ 3*t^6	-t^(-2)+ 3*t^(-1)-7+ 14*t-19*t^2+ 23*t^3-23*t^4+ 21*t^5-16*t^6+ 10*t^7-5*t^8+ t^9	(-1+ 2*v^2+ 2*v^4-2*v^6)+ (-2+ 3*v^2+ 7*v^4-5*v^6+ v^8)*z^2+ (-1+ 2*v^2+ 6*v^4-3*v^6)*z^4+ (v^2+ 2*v^4)*z^6	143	17.41059311
11a_198	1	3	3	5	-2	2-11*t+ 27*t^2-35*t^3+ 27*t^4-11*t^5+ 2*t^6	-t^(-4)+ 3*t^(-3)-6*t^(-2)+ 11*t^(-1)-15+ 18*t-18*t^2+ 17*t^3-13*t^4+ 8*t^5-4*t^6+ t^7	(-v^(-2)+ 3-v^2)+ (-2*v^(-2)+ 5-v^2-2*v^4+ v^6)*z^2+ (-v^(-2)+ 3+ v^2-2*v^4)*z^4+ (1+ v^2)*z^6	115	15.06595518
11a_199	2	3	3	5	2	2-11*t+ 23*t^2-27*t^3+ 23*t^4-11*t^5+ 2*t^6	t^(-7)-3*t^(-6)+ 7*t^(-5)-11*t^(-4)+ 14*t^(-3)-16*t^(-2)+ 15*t^(-1)-13+ 10*t-5*t^2+ 3*t^3-t^4	(v^(-6)-3*v^(-2)+ 3)+ (v^(-6)-3*v^(-4)-3*v^(-2)+ 4-2*v^2)*z^2+ (-2*v^(-4)+ v^(-2)+ 3-v^2)*z^4+ (v^(-2)+ 1)*z^6	99	13.96443369
11a_200	2	2	3	5	-4	7-21*t+ 29*t^2-21*t^3+ 7*t^4	t^2-2*t^3+ 5*t^4-8*t^5+ 12*t^6-13*t^7+ 13*t^8-12*t^9+ 9*t^10-6*t^11+ 3*t^12-t^13	(v^4+ 2*v^8-2*v^10)+ (2*v^4+ 2*v^6+ 5*v^8-v^10-v^12)*z^2+ (v^4+ 2*v^6+ 3*v^8+ v^10)*z^4	85	13.75907055
11a_201	2	2	3	6	0	4-20*t+ 33*t^2-20*t^3+ 4*t^4	t^(-6)-2*t^(-5)+ 5*t^(-4)-8*t^(-3)+ 10*t^(-2)-13*t^(-1)+ 13-11*t+ 9*t^2-5*t^3+ 3*t^4-t^5	(v^(-6)-2*v^(-2)+ 1+ v^2)+ (-2*v^(-4)-2*v^(-2)+ 1-v^4)*z^2+ (v^(-2)+ 2+ v^2)*z^4	81	12.60761102
